-34.479999,-57.840003,21714
-33.543999,-56.900997,21093
-33.138999,-58.303998,23279
-34.538004,-56.284002,19698
-34.099002,-56.214998,32234
9.261,0.789004,61845
8.557002,0.984997,21054
33.399999,10.4167,61705
33.689997,8.971003,19875
33.000003,10.466704,62577
36.866673,10.199998,97687
36.500004,8.749999,51408
35.216703,8.716699,76243
35.016696,9.500005,42098
36.083304,9.383302,26960
35.483913,11.040877,45977
35.730702,10.767295,71546
36.399996,10.146997,16911
11.322999,106.147,126370
21.740004,103.343005,7335
22.133333,105.833333,29227
21.845997,106.757002,148000
21.328002,103.910005,19054
21.817998,105.211,36430
21.705003,104.875003,96540
20.942001,106.331005,58030
20.450304,106.33303,210000
13.082004,109.315999,69596
10.969074,106.652746,244277
16.849998,107.133301,17662
10.467,105.635998,149837
10.234998,106.374997,59442
9.934002,106.334002,131360
10.256004,105.964003,103314
22.663998,106.268005,41112
15.059997,-87.290001,15774
14.333004,-88.1667,5318
14.319999,-87.684003,17555
14.919003,-88.236,15119
14.583303,-88.583301,7909
14.436999,-89.181999,8780
13.943997,-86.850999,2371
18.633935,-74.118425,30917
19.93176,-72.829485,34657
19.143,-72.003996,18590
19.665567,-71.84484,11465
18.234999,-72.537003,33563
41.742999,27.226,58223
40.149999,29.982997,40285
40.766661,30.400003,286787
41.389002,33.783004,70402
37.71666,30.283336,66158
39.141999,34.171003,94336
38.624004,34.723999,75527
36.233334,36.116677,154803
40.913001,38.390005,98864
42.022998,35.153002,34834
40.305996,36.563005,129702
41.183001,41.817997,32272
38.885004,40.498003,80568
38.394,42.122998,62811
-0.308889,32.225,5200
40.607001,33.621004,71379
37.976004,34.694002,91039
39.817998,34.814998,87881
40.464,39.484,32250
37.944,41.932999,114034
39.1167,39.533302,29062
1.460833,33.936111,13000
1.738889,33.159444,3400
0.7025,32.888611,21704
0.609167,33.468611,45024
0.947222,33.119722,12764
1.145,33.709444,30745
0.225,32.313611,11082
3.361389,31.809722,34700
2.475833,31.1025,30354
0.916111,31.774167,14512
1.308889,32.456389,6921
0.583299,32.5333,75000
1.674444,31.715,31486
0.671004,30.275002,42670
0.8,31.066667,5200
1.25,34.3,14100
0.454444,34.075833,47100
1.891111,33.966111,8400
47.090997,17.911,62023
46.844001,16.84,61898
47.549997,18.433,70541
46.343997,18.712999,34174
48.105,19.826002,39640
46.672002,21.101005,65206
47.895003,20.383003,56647
-0.879444,30.264167,16400
-1.353889,29.698333,12900
-2.483298,29.566702,15000
-2.050002,29.35,48024
-2.166696,30.533302,46240
45.045,23.274001,97179
44.434998,24.371002,78988
43.901631,25.286707,49346
44.937999,25.459003,88435
43.929999,25.84,69067
44.569998,27.381997,52693
32.625,36.105004,146481
47.369997,7.345,11315
46.998999,6.922999,31270
47.390004,8.034004,15501
46.950003,8.383303,7475
46.239003,7.354,28045
47.383299,9.283303,15438
47.422998,9.361999,70572
46.197,9.019999,16572
47.050002,9.0667,5681
47.706003,8.632999,33863
47.019996,8.648002,14177
47.567997,9.108001,21979
46.879002,8.638003,8678
47.178999,8.487001,23435
60.613002,15.647005,36477
58.763997,17.015005,27582
62.633997,17.934004,17016
56.203002,15.296005,35212
46.077003,23.580001,66085
47.138004,24.513004,81318
45.883323,22.916674,67802
47.175003,23.063005,63232
47.791998,22.885003,112490
45.109998,24.382999,107558
45.867996,25.793002,60677
46.360998,25.524001,42029
46.940004,26.382997,102688
45.291996,27.969004,213569
46.633329,27.733339,69225
28.35,82.183303,15000
19.301004,97.968997,9109
8.451,98.533999,9676
9.962001,98.638003,24561
8.052003,98.911999,31219
7.614999,100.081,43522
6.616701,100.066699,34544
18.503001,99.073999,14030
16.472997,99.529003,58787
16.439004,100.349002,35760
16.418997,101.159002,50656
14.471001,100.128997,53399
14.583303,100.45,13738
15.179004,100.126,15469
14.200002,101.215999,21309
14.886999,100.401004,20046
13.817997,100.063999,117927
11.802996,99.800002,33521
13.536,100.274005,63498
13.412997,100.000999,35065
15.787998,104.150998,21643
13.679001,101.076004,49741
12.237003,102.509002,21590
16.427997,103.509001,55102
16.183998,103.298005,51584
16.050996,103.654999,39328
6.864003,101.250001,150000
-25.961004,31.247002,5750
-26.454996,31.951999,6152
-26.495001,31.388005,110537
-27,31.416697,2748
13.475997,-86.582997,20316
13.629996,-86.472999,33928
40.641003,-8.650998,54162
39.738996,-8.804997,45112
41.696235,-8.844138,15555
38.912004,-6.337998,52423
38.014002,-7.863002,35854
38.559996,-7.905996,55620
39.290004,-7.423002,15581
39.231,-8.682003,29385
41.807997,-6.755003,34375
39.810996,-7.488,33479
40.541004,-7.262001,32111
40.656996,-7.91,26364
41.293998,-7.737003,17001
14.344002,-16.416,24243
31.333302,37.333297,10000
53.000001,6.550003,62237
51.987996,5.923,141674
50.852997,5.677003,122378
52.524,6.096997,111805
51.501996,3.61,46485
51.683337,5.316661,134520
58.464756,8.766001,30916
60.630003,6.441004,5571
61.183296,6.85,1965
59.913486,11.347237,113659
60.820002,11.069002,29479
59.264001,10.421002,38914
28.266696,83.583298,23296
29.25,82.216702,9073
27.533304,83.3833,63367
29.300004,80.600005,19014
28.694997,80.593003,92294
27.325998,86.086999,15000
27.550998,85.130002,15000
26.533296,86.733298,33061
26.908002,87.926005,17491
-5.49,143.718004,3958
-2.690001,141.303997,11204
-6.022998,144.960013,9383
-7.927002,145.837999,5646
-6.228,155.565991,40266
-2.032002,147.279997,5806
-5.550003,150.143014,18847
47.263056,29.160833,23254
-30.117267,28.702,25573
4.183299,43.866703,1639
3.327003,42.227002,12652
1.083303,42.583303,1490
5.742,46.508005,447
8.568999,81.233002,108420
